obs_fcst,score_name,score_value
D02 - P10_34,crps_cutoff,6.469473671691493
D02 - P10_34,mse_prob,129.28358733838832
D02 - P10_34,mse_exp,130.0456378811881
D02 - P10_34,mse_cutoff,127.49664061386136
D02 - P10_34,es_exp,89.77678843114381
D02 - P10_34,es_cutoff,79.42324425472867
D02 - P10_34,fss_prob_t45,1.0
D02 - P10_34,fss_exp_t45,1.0
D02 - P10_34,fss_cutoff_t45,1.0
D02 - P10_34,fss_prob_t55,0.04040404040404033
D02 - P10_34,fss_exp_t55,0.04040404040404033
D02 - P10_34,fss_cutoff_t55,0.041095890410958846
D02 - P10_35,crps_prob,6.616779787615317
D02 - P10_35,crps_exp,6.632157206711662
D02 - P10_35,crps_cutoff,6.503149129327346
D02 - P10_35,mse_prob,130.32646992794133
D02 - P10_35,mse_exp,131.15086054455446
D02 - P10_35,mse_cutoff,128.59984755445544
D02 - P10_35,es_exp,90.16742322065858
D02 - P10_35,es_cutoff,79.76737261266
D02 - P10_35,fss_prob_t45,1.0
D02 - P10_35,fss_exp_t45,1.0
D02 - P10_35,fss_cutoff_t45,1.0
D02 - P10_35,fss_prob_t55,0.028282828282828243
D02 - P10_35,fss_exp_t55,0.028282828282828243
D02 - P10_35,fss_cutoff_t55,0.028282828282828243
D02 - P10_36,crps_prob,6.6471944528977644
D02 - P10_36,crps_exp,6.661069861941149
D02 - P10_36,crps_cutoff,6.529819562136393
D02 - P10_36,mse_prob,131.209859020702
D02 - P10_36,mse_exp,132.04792649504952
D02 - P10_36,mse_cutoff,129.47657296039603
D02 - P10_36,es_exp,90.48040971541946
D02 - P10_36,es_cutoff,80.04054456111982
D02 - P10_36,fss_prob_t45,1.0
D02 - P10_36,fss_exp_t45,1.0
D02 - P10_36,fss_cutoff_t45,1.0
D02 - P10_36,fss_prob_t55,0.018855218855219014
D02 - P10_36,fss_exp_t55,0.018855218855219014
D02 - P10_36,fss_cutoff_t55,0.018855218855219014
D02 - P10_37,crps_prob,6.673117879756099
D02 - P10_37,crps_exp,6.686536417605724
D02 - P10_37,crps_cutoff,6.551056541690206
D02 - P10_37,mse_prob,131.95250481592393
D02 - P10_37,mse_exp,132.82368845544553
D02 - P10_37,mse_cutoff,130.19210475247527
D02 - P10_37,es_exp,90.74884663829555
D02 - P10_37,es_cutoff,80.26534875449818
D02 - P10_37,fss_prob_t45,1.0
D02 - P10_37,fss_exp_t45,1.0
D02 - P10_37,fss_cutoff_t45,1.0
D02 - P10_37,fss_prob_t55,0.011784511784511786
D02 - P10_37,fss_exp_t55,0.011784511784511786
D02 - P10_37,fss_cutoff_t55,0.011784511784511786
D02 - P10_38,crps_prob,6.69502518217805
D02 - P10_38,crps_exp,6.709166750909326
D02 - P10_38,crps_cutoff,6.570760384146523
D02 - P10_38,mse_prob,132.57208423939892
D02 - P10_38,mse_exp,133.44444816831685
D02 - P10_38,mse_cutoff,130.7709380990099
D02 - P10_38,es_exp,90.96573036968053
D02 - P10_38,es_cutoff,80.4460554697295
D02 - P10_38,fss_prob_t45,1.0
D02 - P10_38,fss_exp_t45,1.0
D02 - P10_38,fss_cutoff_t45,1.0
D02 - P10_38,fss_prob_t55,0.006734006734006703
D02 - P10_38,fss_exp_t55,0.006734006734006703
D02 - P10_38,fss_cutoff_t55,0.006734006734006703
D02 - P10_39,crps_prob,6.713376428082799
D02 - P10_39,crps_exp,6.727169843110437
D02 - P10_39,crps_cutoff,6.586795488557865
D02 - P10_39,mse_prob,133.0850308409883
D02 - P10_39,mse_exp,133.97077133663367
D02 - P10_39,mse_cutoff,131.28213578217822
D02 - P10_39,es_exp,91.14520451699403
D02 - P10_39,es_cutoff,80.60854162237129
D02 - P10_39,fss_prob_t45,1.0
D02 - P10_39,fss_exp_t45,1.0
D02 - P10_39,fss_cutoff_t45,1.0
D02 - P10_39,fss_prob_t55,0.0033670033670035737
D02 - P10_39,fss_exp_t55,0.0033670033670035737
D02 - P10_39,fss_cutoff_t55,0.001369863013698569
D02 - P10_40,crps_prob,6.728611611852848
D02 - P10_40,crps_exp,6.743952744824032
D02 - P10_40,crps_cutoff,6.599929592959295
D02 - P10_40,mse_prob,133.50641103657475
D02 - P10_40,mse_exp,134.4574295049505
D02 - P10_40,mse_cutoff,131.65870438613862
D02 - P10_40,es_exp,91.31262602660232
D02 - P10_40,es_cutoff,80.72494198233774
D02 - P10_40,fss_prob_t45,1.0
D02 - P10_40,fss_exp_t45,1.0
D02 - P10_40,fss_cutoff_t45,1.0
D02 - P10_40,fss_prob_t55,0.0013468013468014295
D02 - P10_40,fss_exp_t55,0.0013468013468014295
D02 - P10_40,fss_cutoff_t55,0.00034246575342444796
